VALUE	SESSIONLENGTH	TIMEONPAGE	FREQUENCY	TIMER
6400	3.45	53015.17941	79237	FCP
12190	3.334	77837.58849	11655	FCP
16260	3.253	66066.51215	4656	FCP
20130	3.339	81887.20162	2675	FCP
26890	2.821	84707.34004	1149	FCP
28120	2.846	82091.47438	1027	FCP
8400	3.368	59014.03683	34881	FCP
20070	3.046	68131.1381	2740	FCP
12500	3.35	57168.29351	10821	FCP
25790	3.172	90008.41563	1356	FCP
2840	3.812	48588.21686	586365	FCP
5520	3.492	52726.76967	122008	FCP
6510	3.425	48116.82983	75629	FCP
10080	3.369	55455.08071	19401	FCP
8240	3.392	52610.76226	36576	FCP
13350	3.194	62283.72195	8980	FCP
13740	3.222	62673.80432	8214	FCP
10300	3.453	56139.67796	18514	FCP
14850	3.356	63576.55893	6339	FCP
24270	3.107	246902.3101	1571	FCP
17570	3.493	68413.16734	3879	FCP
3770	3.63	49621.23407	344275	FCP
16540	3.308	67622.7689	4551	FCP
17200	3.17	89739.55805	4165	FCP
12710	3.372	60587.72081	10350	FCP
15520	3.154	65546.30684	5718	FCP
16830	2.997	65162.78314	4540	FCP
24990	3.045	81615.68502	1442	FCP
17550	3.3	67753.30901	3979	FCP
21930	3.206	75590.95947	2315	FCP
20730	3.063	72141.24988	2631	FCP
29300	2.697	83237.97895	946	FCP
25230	3.283	83322.36367	1458	FCP
24650	3.34	87167.96435	1509	FCP
620	4.329	50403.04188	704830	FCP
860	4.558	51057.98586	934921	FCP
6200	3.493	53778.736	86521	FCP
6970	3.422	52978.26839	61136	FCP
4740	3.541	47616.03925	191899	FCP
8450	3.274	54547.59094	34180	FCP
7730	3.424	60064.29651	44586	FCP
23650	3.24	75480.80813	1781	FCP
22330	3.069	78037.87799	2116	FCP
16060	3.44	94595.47192	5115	FCP
21160	3.315	251788.8279	2487	FCP
14010	3.313	64424.35049	7655	FCP
5340	3.473	50879.89582	134834	FCP
930	4.568	50575.17654	983709	FCP
8070	3.347	55665.00222	38661	FCP
13050	3.333	63806.15576	9558	FCP
12400	3.362	57696.31906	11043	FCP
10250	3.311	54380.46869	18371	FCP
26920	3.305	92322.89826	1247	FCP
22110	2.995	74172.36592	2241	FCP
21170	3.526	74804.66489	2505	FCP
18800	3.442	68482.11482	3337	FCP
28190	3.092	80409.84333	1025	FCP
2720	3.873	47973.50773	627126	FCP
3380	3.709	46460.06232	435974	FCP
10120	3.269	78813.87595	19099	FCP
4160	3.521	51386.96511	271715	FCP
17610	3.358	91971.82142	4030	FCP
10350	3.388	59508.79023	18053	FCP
8800	3.435	75506.00744	29748	FCP
14290	3.571	64209.00691	7175	FCP
16850	3.434	115853.5455	4418	FCP
22140	3.097	74020.73572	2180	FCP
15470	3.357	71998.78655	5603	FCP
19960	3.21	73863.01997	2796	FCP
11790	3.433	63438.25895	12655	FCP
10960	3.325	61496.62652	15625	FCP
5730	3.564	58690.2591	108819	FCP
7160	3.402	52685.6559	56319	FCP
24880	3.375	85769.96981	1517	FCP
6070	3.432	61217.83402	92657	FCP
14310	3.143	63872.41421	7147	FCP
10760	3.318	58116.91207	16430	FCP
29970	2.842	85633.85414	859	FCP
11090	3.311	69364.34018	15094	FCP
3870	3.591	47994.29427	321834	FCP
2910	3.783	46599.72909	564844	FCP
4200	3.578	49887.91144	265855	FCP
6080	3.441	66420.20166	92060	FCP
3440	3.666	46090.80873	418756	FCP
7090	3.429	49876.89162	57539	FCP
12720	3.249	61358.79273	10176	FCP
20900	3.263	74370.96185	2644	FCP
20250	3.04	71107.01155	2712	FCP
22300	3.462	77160.09874	2185	FCP
26810	3.242	85965.65385	1198	FCP
22150	3.121	73128.00628	2165	FCP
2780	3.831	46273.34767	606981	FCP
2750	3.845	48733.61831	613388	FCP
10970	3.552	57342.74345	15684	FCP
11890	3.339	57923.03062	12429	FCP
11550	3.368	80614.309	13712	FCP
26750	3.433	81951.93954	1245	FCP
24720	3.38	84499.31837	1507	FCP
24490	3.604	82887.99033	1558	FCP
29570	3.089	82382.49805	939	FCP
3890	3.589	47579.39797	320844	FCP
2520	3.931	47492.9609	697912	FCP
5010	3.487	55946.1151	164259	FCP
6450	3.387	49825.52194	77109	FCP
9350	3.37	56186.94531	24527	FCP
3900	3.549	44631.36423	319304	FCP
5020	3.488	53814.55672	162291	FCP
5690	3.447	49494.42667	111619	FCP
4610	3.457	48494.831	206808	FCP
17500	3.32	70170.22124	3991	FCP
10240	3.365	92979.88357	18395	FCP
22170	2.944	74404.4135	2290	FCP
14300	3.247	63098.8303	7265	FCP
26080	3.041	451832.2712	1315	FCP
24190	3.139	83039.40216	1737	FCP
24690	3.577	99064.31107	1572	FCP
9820	3.403	72957.81419	21118	FCP
28430	2.777	89738.80962	987	FCP
2010	4.126	53456.55945	880777	FCP
22620	3.371	75351.59593	2085	FCP
11900	3.348	59030.78145	12576	FCP
6800	3.474	50347.13389	66272	FCP
13130	3.308	108276.1249	9348	FCP
24860	3.754	84781.72544	1537	FCP
21020	3.129	71472.47921	2481	FCP
29790	3.618	85964.6681	883	FCP
23820	3.229	81872.32585	1651	FCP
19770	3.092	71657.28771	2812	FCP
22630	3.006	75561.80182	2060	FCP
25920	3.134	80171.54971	1321	FCP
16720	3.262	71152.99332	4630	FCP
24480	3.23	87112.71983	1552	FCP
27830	3.042	92990.49239	1119	FCP
4410	3.511	49888.43675	233976	FCP
11830	3.246	91972.79276	12690	FCP
23670	3.785	74715.31147	1864	FCP
11360	3.428	66639.276	14168	FCP
13510	3.345	61621.63647	8642	FCP
14810	3.123	66054.67463	6495	FCP
25260	3.062	79645.75573	1383	FCP
22940	3.347	75039.07113	1975	FCP
27320	2.882	85704.72274	1157	FCP
2480	3.942	48552.14685	711948	FCP
2280	4.046	51040.94191	784337	FCP
11730	3.414	59284.41727	12870	FCP
4590	3.496	48272.76439	208727	FCP
18190	3.235	172391.7102	3578	FCP
11610	3.3	91871.35856	13481	FCP
14700	3.147	80841.73003	6526	FCP
17330	3.066	71014.14884	4172	FCP
25770	2.716	131921.9116	1356	FCP
17090	3.096	111536.7344	4311	FCP
27490	3.149	83876.09559	1167	FCP
28670	3.005	82402.28769	1016	FCP
6280	3.433	52618.95719	82996	FCP
6750	3.433	70157.70223	66845	FCP
9520	3.342	53501.23683	23165	FCP
26410	3.238	84434.08531	1241	FCP
16430	3.31	66311.98508	4739	FCP
17720	3.219	70517.34881	3834	FCP
16000	3.061	65805.49918	5168	FCP
16860	3.739	67407.38424	4441	FCP
17250	3.352	98978.14465	4201	FCP
23180	2.924	120661.9603	1944	FCP
24430	2.891	77129.34172	1607	FCP
17850	3.245	95573.25271	3798	FCP
27060	2.871	86659.27191	1227	FCP
3090	3.758	46664.52493	510445	FCP
3750	3.599	48090.65613	347461	FCP
3370	3.688	46304.86841	433661	FCP
4450	3.491	48052.72852	228461	FCP
9090	3.375	85416.19344	26750	FCP
10020	3.33	67937.05298	19317	FCP
23890	3.116	84139.89875	1723	FCP
17340	3.483	68198.83041	4051	FCP
18900	3.07	71715.94371	3188	FCP
27560	2.918	119367.3833	1146	FCP
29660	10.471	80083.42015	926	FCP
17240	3.415	70909.35453	4237	FCP
1700	4.305	50164.885	980842	FCP
750	4.446	48122.29327	838892	FCP
320	3.512	39935.73947	329584	FCP
9640	3.525	59429.78413	22561	FCP
700	4.439	45725.15842	792262	FCP
12010	3.253	59209.25471	12051	FCP
17170	3.369	68797.6085	4282	FCP
15420	3.16	65780.32014	5661	FCP
17520	3.17	70477.91636	3933	FCP
29670	2.851	83020.82208	851	FCP
2970	3.777	49474.78592	546561	FCP
9160	3.396	64454.45287	25998	FCP
4890	3.469	50259.48538	175384	FCP
17020	3.657	66607.69602	4203	FCP
10840	3.326	58209.46644	15939	FCP
14120	3.283	63803.64644	7403	FCP
27770	2.737	92807.55211	1109	FCP
15780	3.223	316490.0145	5324	FCP
25520	3.077	79383.8501	1396	FCP
15090	3.262	83631.08964	5924	FCP
2120	4.076	50881.74626	838229	FCP
3990	3.549	47418.53571	301508	FCP
7790	3.453	52012.93776	43125	FCP
13970	3.306	62934.82854	7725	FCP
17740	3.9	91122.20815	3919	FCP
12320	3.5	59149.67569	11493	FCP
24380	3.247	79263.42689	1662	FCP
12880	3.285	110072.7394	9960	FCP
26130	2.978	90832.91801	1277	FCP
26150	3.366	149271.3778	1310	FCP
28050	3.508	87472.59698	1090	FCP
18690	3.172	69254.15783	3333	FCP
3200	3.702	45945.23749	481453	FCP
3240	3.707	45808.57447	470960	FCP
3060	3.755	47951.08844	518446	FCP
1390	4.467	50637.43398	1052552	FCP
3320	3.717	47549.88127	450145	FCP
4930	3.499	50195.39627	171899	FCP
8550	3.257	53373.00114	32856	FCP
18980	3.258	73392.67962	3271	FCP
10640	3.277	56306.7846	16984	FCP
14320	3.25	73565.30975	7157	FCP
12460	3.336	61551.07398	10893	FCP
12290	3.201	74143.24464	11368	FCP
29930	3.097	83400.28351	907	FCP
19240	3.26	70002.94583	3176	FCP
25860	3.149	84206.34169	1325	FCP
3560	3.603	51029.4685	390021	FCP
9250	3.44	54402.29998	25288	FCP
7880	3.475	50943.11763	42580	FCP
21970	3.31	234119.1123	2300	FCP
20090	3.405	76030.85056	2620	FCP
15280	3.25	65217.96689	5782	FCP
20610	3.223	71379.7437	2738	FCP
15550	3.211	66847.5152	5473	FCP
19570	3.068	209773.7612	2994	FCP
15220	3.381	64059.40531	5842	FCP
5290	3.509	51681.95162	139809	FCP
4630	3.499	46628.67128	204926	FCP
15570	3.244	67710.28814	5469	FCP
16040	3.201	68314.86896	5224	FCP
21940	3.442	344498.5664	2240	FCP
26540	3.332	83487.62005	1185	FCP
23320	3.22	97242.36157	1872	FCP
23460	3.233	79328.89642	1832	FCP
21240	3.644	74129.63989	2371	FCP
13660	3.521	62088.33262	8383	FCP
12950	3.369	61374.43139	9758	FCP
10770	3.601	63453.46471	16064	FCP
10730	3.396	57978.65497	16620	FCP
27840	3.15	88965.86827	1053	FCP
13860	3.316	63351.207	8105	FCP
27630	2.684	86470.11006	1144	FCP
27640	3.189	80703.29402	1103	FCP
1540	4.408	51057.01829	1018358	FCP
9480	3.373	56878.80594	23990	FCP
8840	3.414	54873.96189	29241	FCP
7850	3.379	54200.30436	42300	FCP
10190	3.374	58447.72703	18869	FCP
10200	3.317	68855.95752	18914	FCP
13120	3.216	60261.52685	9331	FCP
16390	3.185	68256.24881	4800	FCP
14510	3.422	68544.54269	6953	FCP
18400	3.07	73091.02052	3399	FCP
29510	2.691	80270.15733	962	FCP
29950	3.132	86457.93035	910	FCP
15730	3.206	70433.83301	5278	FCP
7270	3.348	53514.03255	53258	FCP
28210	3.102	86550.24364	980	FCP
3840	3.587	55633.21162	329441	FCP
2930	3.788	47578.75819	559578	FCP
4040	3.536	48541.61333	292559	FCP
4140	3.58	48691.5653	274983	FCP
470	3.95	44035.2115	523568	FCP
11110	3.425	56210.89771	14890	FCP
21360	3.422	86495.80545	2471	FCP
11100	3.423	62504.39685	15037	FCP
20590	3.11	93395.65908	2610	FCP
17490	4.182	68566.93295	4041	FCP
26970	2.993	143726.0175	1191	FCP
14920	3.179	64246.3261	6243	FCP
23510	2.952	502758.2604	1829	FCP
3050	3.737	49109.81219	523484	FCP
7210	3.394	51246.15813	55031	FCP
3630	3.631	44993.88253	375929	FCP
6570	3.384	57851.38659	72749	FCP
5990	3.397	48367.59252	95914	FCP
6390	3.45	60453.39125	79307	FCP
19020	3.407	75837.77073	3092	FCP
14380	3.556	61922.3212	7082	FCP
14870	3.364	61998.90943	6291	FCP
14670	3.34	114534.6192	6557	FCP
28240	3.062	85043.99589	1033	FCP
25820	2.862	78946.04014	1395	FCP
27290	2.995	83251.08652	1145	FCP
6810	3.375	51218.36168	65053	FCP
6290	3.438	55136.52914	82616	FCP
19580	3.049	70929.82621	3004	FCP
7520	3.387	60757.73319	48630	FCP
12620	3.414	59516.19982	10342	FCP
15790	3.522	66102.97776	5386	FCP
14570	3.275	67790.01686	6688	FCP
24460	3.38	755661.3722	1565	FCP
26200	2.874	83857.28233	1295	FCP
27050	3.245	84193.09076	1167	FCP
28980	2.681	123397.1457	985	FCP
26900	3.115	158392.2438	1199	FCP
15350	3.238	66126.49762	5779	FCP
24900	2.924	82261.54827	1417	FCP
1650	4.332	51700.25805	996555	FCP
1140	4.59	49483.78432	1060674	FCP
500	4.029	44891.06208	563086	FCP
340	3.633	40628.60632	359764	FCP
3520	3.671	47387.18432	399531	FCP
420	3.805	43573.63468	465882	FCP
6360	3.432	50041.61791	80148	FCP
6670	3.408	58838.14583	69662	FCP
14030	3.127	99579.55119	7611	FCP
9460	3.301	76062.97535	24044	FCP
12220	3.528	66443.91281	11723	FCP
17620	3.162	69941.33062	4008	FCP
19430	3.262	148820.8828	3007	FCP
27180	3.338	84635.21851	1088	FCP
23030	3.112	78381.64831	1945	FCP
29780	3.003	86082.50758	902	FCP
22720	3.195	76166.83314	2038	FCP
4920	3.444	53541.57809	172388	FCP
7710	3.367	51263.83925	44800	FCP
7860	3.36	56029.9111	41951	FCP
110	3.163	32070.94495	32210	FCP
23160	3.493	80133.92746	1926	FCP
13480	3.379	62983.5378	8742	FCP
18880	3.112	75661.51244	3262	FCP
25480	2.934	80822.71758	1414	FCP
14360	3.13	77332.11426	7073	FCP
8870	3.301	60794.75339	29088	FCP
13590	3.288	63045.57596	8278	FCP
16010	3.54	70002.84508	5083	FCP
13830	3.528	63068.65969	8083	FCP
20880	3.072	71143.26509	2584	FCP
27070	2.916	86055.29615	1206	FCP
27340	3.074	86453.54481	1139	FCP
20870	3.246	70580.97287	2584	FCP
24750	3.858	77412.7489	1537	FCP
4010	3.581	52158.67921	298588	FCP
7800	3.379	50149.81584	43269	FCP
2100	4.087	49997.53771	851897	FCP
10820	3.443	74528.54001	16348	FCP
11680	3.461	59424.77239	12840	FCP
12170	3.36	64465.93767	11477	FCP
12090	3.328	65854.30152	11861	FCP
21790	2.887	71253.82298	2353	FCP
24040	3.128	144569.9308	1706	FCP
3950	3.539	47717.10619	308628	FCP
7690	3.38	55523.66927	45305	FCP
11840	3.452	79102.75898	12659	FCP
21100	3.129	73636.33668	2571	FCP
18420	3.213	320815.313	3454	FCP
18730	3.472	70231.67891	3309	FCP
20200	3.022	76012.86071	2715	FCP
22550	3.243	75468.08248	2119	FCP
29760	3.445	88338.44764	911	FCP
26580	3.139	92746.50781	1264	FCP
21770	3.221	78299.10222	2201	FCP
12840	3.387	59005.78038	10077	FCP
9710	3.332	55090.35537	21931	FCP
11210	3.372	67707.06767	14732	FCP
12660	3.13	59700.18907	10332	FCP
22770	2.969	77877.01348	2024	FCP
24410	3.058	79603.00463	1573	FCP
11880	3.238	58051.89837	12524	FCP
19120	3.556	149621.7982	3105	FCP
28650	2.753	300934.5821	1042	FCP
5030	3.472	58128.81967	161976	FCP
15030	3.124	92879.74544	6181	FCP
2340	3.977	47485.55413	761865	FCP
18180	3.257	148669.5151	3615	FCP
29770	3.256	91228.00623	912	FCP
20890	3.273	74537.99535	2511	FCP
24150	3.057	75814.7665	1640	FCP
15660	3.165	66475.18694	5407	FCP
8440	3.33	80801.89945	33809	FCP
26100	2.766	86662.67328	1338	FCP
6460	3.398	52000.715	75918	FCP
7530	3.453	50814.6766	48072	FCP
4670	3.511	51209.19111	199019	FCP
5980	3.474	54421.67234	96466	FCP
9390	3.297	55198.44924	24442	FCP
13360	3.325	62476.392	9068	FCP
8500	3.331	55367.86372	33607	FCP
13810	3.381	93866.94146	8002	FCP
26690	3.118	245730.9521	1195	FCP
16240	3.157	67835.00138	4897	FCP
17710	3.249	67221.83502	3862	FCP
27590	3.125	84474.47343	1044	FCP
6370	3.407	52788.99754	79085	FCP
9040	3.413	63945.34721	27135	FCP
4640	3.475	62129.55873	203606	FCP
4230	3.499	44563.28744	260446	FCP
3330	3.78	48917.55773	446718	FCP
4080	3.537	47232.47768	285798	FCP
18790	3.227	70024.46002	3408	FCP
9750	3.302	63718.40282	21507	FCP
16930	3.33	70691.04245	4504	FCP
22870	2.93	77886.04547	1971	FCP
12470	3.584	60017.63203	10884	FCP
530	4.111	48080.25009	602393	FCP
7700	3.431	49247.33065	45177	FCP
14990	3.366	65512.23197	6140	FCP
12700	3.361	65753.08177	10149	FCP
12610	3.336	93002.59101	10433	FCP
19970	3.174	73453.38813	2717	FCP
19880	2.996	73496.73198	2829	FCP
23550	2.881	85340.93425	1834	FCP
28640	3.531	87427.36602	1024	FCP
29260	3.269	83659.88697	1013	FCP
25120	3.3	79706.86754	1407	FCP
16250	3.334	68850.82661	4982	FCP
29120	3.146	87227.95767	1011	FCP
4020	3.55	47598.91218	295734	FCP
3530	3.647	47153.66925	397631	FCP
7920	3.385	63261.83151	41060	FCP
25540	2.992	87202.71285	1382	FCP
7440	3.415	60203.38196	50234	FCP
27100	2.934	83346.94113	1116	FCP
20660	3.581	76923.3292	2635	FCP
15020	3.227	69695.60449	6131	FCP
23450	3.078	80677.59838	1833	FCP
25060	2.86	77841.62165	1488	FCP
11300	3.479	59875.25516	14077	FCP
22410	2.903	114488.5637	2116	FCP
1350	4.46	49210.21982	1062780	FCP
4360	3.5	53228.07665	241419	FCP
8010	3.462	51866.41963	40203	FCP
7320	3.419	57098.03339	52295	FCP
10940	3.424	61032.75661	15637	FCP
20460	3.479	74433.6153	2686	FCP
8430	3.394	55787.72757	34478	FCP
11020	3.422	72570.90951	15519	FCP
23980	3.177	81169.121	1722	FCP
16980	4.395	68389.6165	4440	FCP
13040	3.407	62402.89565	9759	FCP
17810	3.172	68925.39007	3762	FCP
19710	3.154	69669.34782	2834	FCP
22040	3.173	73643.3051	2161	FCP
10810	3.408	56795.30628	16267	FCP
19140	3.327	71308.99086	3095	FCP
22290	3.121	76022.94899	2147	FCP
1760	4.275	47963.95412	966707	FCP
3000	3.766	45625.05803	535756	FCP
5060	3.516	49664.58974	158197	FCP
3410	3.651	46101.52458	426014	FCP
17870	3.326	67944.77421	3818	FCP
6650	3.41	58858.57863	70643	FCP
12850	3.249	85222.74924	10124	FCP
9840	3.7	54687.60615	20740	FCP
21620	3.295	91700.81467	2308	FCP
20640	3.274	67564.08799	2691	FCP
23150	3.248	79500.0087	1943	FCP
26860	3.125	85422.66963	1178	FCP
28780	3.222	84274.54869	966	FCP
20850	3.06	110363.9414	2459	FCP
26760	2.945	85131.00992	1176	FCP
22310	3.425	75037.89352	2218	FCP
27040	3.001	77223.14313	1202	FCP
19850	3.339	77063.75193	2883	FCP
13920	3.269	70085.64777	7746	FCP
16380	3.303	67736.70883	4741	FCP
510	4.055	45062.78998	579064	FCP
6580	3.419	54280.85739	72498	FCP
12120	3.375	59910.95349	11542	FCP
14160	3.266	148924.8947	7313	FCP
18600	3.237	72482.63211	3512	FCP
23920	3.058	82668.97494	1731	FCP
14460	3.102	218810.3561	6949	FCP
25870	3.883	89205.44417	1313	FCP
28220	3.309	91479.21078	1113	FCP
1740	4.296	47794.0957	969043	FCP
8610	3.37	52346.60763	32093	FCP
8510	3.324	71637.57775	33430	FCP
14790	3.5	104517.2838	6412	FCP
23050	3.306	84775.23782	2125	FCP
12820	3.281	60109.88115	10088	FCP
12590	3.496	99222.41071	10618	FCP
20630	3.018	115488.6583	2654	FCP
28770	3.152	81404.87282	965	FCP
9900	3.503	55195.81899	20676	FCP
4130	3.544	45296.75502	278315	FCP
5960	3.439	55956.19274	96875	FCP
4440	3.527	57700.26113	228616	FCP
7810	3.386	58829.59725	43226	FCP
8320	3.434	53947.27491	35401	FCP
16490	3.277	72435.08078	4629	FCP
28330	3.021	86945.89532	1064	FCP
26740	2.674	82631.40789	1223	FCP
3600	3.619	46042.57721	381340	FCP
7180	3.352	49570.29968	56070	FCP
11060	3.313	69607.79744	15196	FCP
14540	3.578	78836.61706	6686	FCP
20820	3.064	72560.40083	2531	FCP
19560	3.043	152750.8421	2972	FCP
17880	3.008	67179.40949	3682	FCP
17920	3.195	67816.32119	3730	FCP
23630	2.914	79901.48274	1755	FCP
3080	3.742	47365.58801	515271	FCP
1800	4.243	50421.19387	951513	FCP
370	3.685	41326.47208	400425	FCP
5530	3.535	46715.58612	122116	FCP
4600	3.461	51502.20669	209130	FCP
13750	3.129	64562.0555	8344	FCP
9060	3.417	95855.67105	27081	FCP
11820	3.377	58178.52567	12719	FCP
6330	3.416	53032.08834	81526	FCP
15800	3.32	71597.46905	5230	FCP
8690	3.475	63331.58091	31055	FCP
13280	3.417	60232.07237	9136	FCP
24020	3.044	79795.78069	1632	FCP
21710	3.416	77031.21272	2300	FCP
120	3.037	34498.83833	42787	FCP
29630	2.927	87434.90867	951	FCP
1970	4.174	47798.89119	892977	FCP
9450	3.29	63263.30075	23591	FCP
310	3.47	42036.88652	316622	FCP
17030	3.161	69362.25267	4372	FCP
11760	3.317	58981.96941	13229	FCP
15450	3.423	67458.04892	5653	FCP
29700	2.426	81815.2439	865	FCP
8090	3.324	68014.78013	38808	FCP
17950	3.074	70304.89433	3749	FCP
23100	3.165	76209.05421	1978	FCP
27460	2.935	84272.10906	1156	FCP
29050	2.954	88586.57322	989	FCP
12490	3.242	66730.21877	10923	FCP
15270	3.538	66921.33432	5973	FCP
5250	3.442	52255.18953	141484	FCP
5270	3.472	50902.59767	140522	FCP
6560	3.416	48701.73266	73453	FCP
4480	3.496	50991.76109	223040	FCP
12070	3.327	58644.88187	11919	FCP
4910	3.463	47025.42435	172596	FCP
11620	3.286	80787.12121	13136	FCP
14650	3.198	81137.09668	6580	FCP
6230	3.516	64109.59818	85589	FCP
10740	3.418	76980.52939	16280	FCP
16290	3.107	67542.05407	4840	FCP
27880	3.144	133424.5558	1087	FCP
15680	3.289	64300.35043	5457	FCP
11410	3.315	80658.7353	14075	FCP
18040	3.345	67761.99922	3645	FCP
28830	3.032	90174.3379	1017	FCP
21660	3.809	88855.42155	2326	FCP
9960	3.453	55721.42282	20156	FCP
19760	3.184	73232.2864	2820	FCP
2730	3.851	46275.46622	622144	FCP
1120	4.568	52365.52461	1049655	FCP
23310	3.141	80427.45924	1863	FCP
18080	6.273	88780.58923	3692	FCP
10100	3.365	71680.69185	19441	FCP
19070	3.145	75352.12635	3138	FCP
18870	3.054	68745.24112	3283	FCP
1040	4.571	51445.1858	1036011	FCP
6630	3.417	53087.10509	71454	FCP
8360	3.465	54828.13228	34783	FCP
14610	3.322	63173.02338	6779	FCP
14620	3.279	66962.32874	6468	FCP
26220	3.176	87268.68931	1237	FCP
9800	3.392	55357.17778	21087	FCP
13720	3.323	61836.28489	8164	FCP
16940	3.454	73722.73668	4444	FCP
15340	3.147	70255.32923	5697	FCP
25450	3.574	84805.31497	1374	FCP
1940	4.205	51410.60557	904285	FCP
7360	3.412	54760.13789	51670	FCP
6140	3.494	115511.9674	88991	FCP
21230	3.361	123718.2567	2479	FCP
11120	3.313	93269.74679	14933	FCP
12370	3.278	79728.08269	11217	FCP
17990	3.155	93080.71708	3607	FCP
21320	3.267	74215.2692	2461	FCP
18760	3.414	72082.86859	3361	FCP
28350	3.368	88296.70658	1067	FCP
22660	3.198	79032.35478	2041	FCP
27970	3.008	81855.49912	1034	FCP
19170	3.136	73729.40904	3035	FCP
27440	3.951	82896.25551	1138	FCP
21570	3.094	183183.4778	2333	FCP
24580	3.665	328442.8076	1585	FCP
28620	3.01	281647.2154	962	FCP
2980	3.782	50541.60667	544885	FCP
2600	3.905	49633.3203	671558	FCP
19460	3.081	73311.46592	3024	FCP
10790	3.31	68837.71693	16232	FCP
23010	2.885	80014.41565	1974	FCP
13690	3.346	62059.90857	8250	FCP
11460	3.342	192195.4463	13904	FCP
13900	3.16	62482.23647	7953	FCP
25670	3.749	79711.32663	1312	FCP
22340	3.424	79285.40809	2214	FCP
15710	3.304	69976.96309	5361	FCP
16880	3.276	69969.70262	4556	FCP
27140	3.123	88215.63884	1135	FCP
26020	3.201	120340.5625	1297	FCP
24090	4.073	75234.5944	1722	FCP
29540	2.7	87069.77902	910	FCP
19410	3.176	74608.47125	2959	FCP
950	4.556	49748.28217	993665	FCP
5840	3.438	52583.08448	103418	FCP
5450	3.444	50577.53099	127041	FCP
10170	3.479	56205.66997	19076	FCP
10150	3.469	61663.77309	18939	FCP
17890	3.248	71146.67124	3818	FCP
22130	3.477	80561.13614	2300	FCP
14660	3.252	89052.85567	6592	FCP
13500	3.265	66351.71764	8591	FCP
24470	2.943	80645.08416	1628	FCP
18770	3.33	70477.73812	3220	FCP
20670	3.039	72967.63423	2705	FCP
21980	3.301	76081.55109	2252	FCP
13330	3.331	63970.94702	8910	FCP
1720	4.305	50483.03701	972812	FCP
5240	3.46	50271.47821	142872	FCP
9230	3.412	66563.33709	25306	FCP
8760	3.425	62226.69405	30214	FCP
7840	3.417	54106.83884	42473	FCP
13950	3.492	64574.97448	7779	FCP
15620	3.292	67459.35011	5362	FCP
20290	2.817	103238.8643	2746	FCP
6730	3.473	53677.88205	68149	FCP
22400	3.107	74900.36912	2177	FCP
1210	4.547	51808.9525	1064428	FCP
2310	4.004	48822.47238	773825	FCP
7970	3.414	59196.38366	40662	FCP
19990	3.307	75985.11086	2784	FCP
24770	3.299	82913.16796	1563	FCP
17690	3.338	95205.57635	3841	FCP
24300	3.264	78922.3938	1665	FCP
29440	2.928	82816.06568	992	FCP
29280	3.037	89930.50768	1020	FCP
19600	3.108	77126.50687	2865	FCP
17210	3.164	71015.44169	4214	FCP
7150	3.449	49051.58015	56668	FCP
4720	3.451	54007.60844	193989	FCP
7560	3.355	60913.7431	47437	FCP
11330	3.315	58779.34384	14178	FCP
21820	3.333	110776.6424	2354	FCP
13710	3.324	70877.0038	8264	FCP
29030	3.39	90341.98627	1003	FCP
19980	3.519	83334.07917	2680	FCP
27660	2.942	77904.80957	1082	FCP
8540	3.491	54970.78026	32673	FCP
3350	3.703	46019.92327	442549	FCP
2110	4.103	53316.56675	846996	FCP
4540	3.52	49937.97334	215880	FCP
8370	3.366	51967.25481	34776	FCP
19750	2.979	69850.01175	2721	FCP
12810	3.378	59521.7397	10100	FCP
11250	3.488	59386.50228	14731	FCP
100	2.991	40646.37295	23621	FCP
23140	3.469	74734.03313	1975	FCP
