VALUE	BOUNCE_RATE	FREQUENCY	TIMER
20120	0.63959	68497	PLT
22600	0.650898	54222	PLT
11780	0.5832	199717	PLT
20400	0.643761	66576	PLT
13880	0.603511	147265	PLT
25570	0.658575	40451	PLT
22200	0.646995	56781	PLT
23500	0.654706	49914	PLT
25980	0.658528	38788	PLT
14520	0.607039	134400	PLT
12060	0.586138	191709	PLT
8830	0.552793	336614	PLT
20100	0.638574	68227	PLT
8390	0.550382	367634	PLT
20830	0.645219	63456	PLT
22210	0.64552	56322	PLT
28420	0.660403	30651	PLT
5090	0.513817	744331	PLT
1830	0.522026	822808	PLT
2090	0.509522	873129	PLT
10420	0.570287	249015	PLT
18660	0.634427	80862	PLT
19230	0.637383	75468	PLT
24710	0.657613	43445	PLT
890	0.661931	585416	PLT
6300	0.5257	577531	PLT
12250	0.587374	186910	PLT
9870	0.565479	276394	PLT
17110	0.62486	97577	PLT
15950	0.616778	113313	PLT
14550	0.607382	133593	PLT
24010	0.657892	47257	PLT
10390	0.571511	251773	PLT
590	0.765858	488362	PLT
14950	0.608308	126740	PLT
29870	0.67523	27130	PLT
11200	0.578482	219158	PLT
13680	0.601081	152753	PLT
23480	0.652058	50017	PLT
5470	0.517192	688584	PLT
10370	0.570962	251260	PLT
15330	0.611772	122302	PLT
7670	0.542699	426196	PLT
9980	0.565932	268990	PLT
3860	0.500836	928670	PLT
7680	0.540708	424508	PLT
21910	0.645889	58010	PLT
9860	0.562789	275732	PLT
11440	0.580428	211046	PLT
15100	0.607923	125552	PLT
17660	0.629508	90987	PLT
20160	0.638389	68347	PLT
24230	0.653943	45926	PLT
27160	0.662654	34561	PLT
12480	0.592134	180260	PLT
2290	0.50352	903547	PLT
7870	0.544016	409372	PLT
450	0.825993	441143	PLT
1580	0.541663	757907	PLT
11850	0.585151	197872	PLT
1430	0.557418	715416	PLT
1260	0.57861	667201	PLT
3590	0.498918	956212	PLT
29230	0.670537	28510	PLT
21680	0.646533	58113	PLT
14080	0.601406	143414	PLT
29590	0.674629	28131	PLT
21310	0.647152	60930	PLT
18050	0.628675	86369	PLT
26930	0.659426	34941	PLT
12960	0.594995	167578	PLT
18970	0.636746	78419	PLT
26650	0.659594	36054	PLT
20770	0.646034	63862	PLT
5370	0.51608	703536	PLT
4960	0.511876	765099	PLT
4810	0.50983	787696	PLT
5200	0.514198	727442	PLT
2610	0.496753	944319	PLT
13540	0.599943	154183	PLT
9890	0.564059	274473	PLT
15210	0.610913	123579	PLT
15580	0.61487	118386	PLT
25660	0.658317	39803	PLT
18780	0.634158	79723	PLT
27370	0.668079	33740	PLT
4180	0.503813	888036	PLT
15870	0.618074	114598	PLT
270	0.905459	399985	PLT
330	0.883053	411963	PLT
3030	0.494803	967407	PLT
10260	0.569312	255512	PLT
6840	0.537924	516551	PLT
25210	0.658055	41337	PLT
19670	0.639084	71773	PLT
22820	0.65162	53080	PLT
25090	0.655397	42298	PLT
23400	0.652498	50299	PLT
26870	0.662695	35419	PLT
20060	0.639855	69050	PLT
21150	0.649582	61772	PLT
18110	0.629856	86226	PLT
18270	0.630059	85027	PLT
18430	0.63447	82773	PLT
29830	0.67303	26926	PLT
25330	0.655278	41181	PLT
6210	0.525601	587427	PLT
8520	0.55133	357664	PLT
60	0.920544	191855	PLT
20360	0.64388	66969	PLT
8290	0.548084	374457	PLT
18020	0.634189	87455	PLT
28410	0.670766	30978	PLT
28900	0.671396	29111	PLT
160	0.929777	301455	PLT
6020	0.522158	613806	PLT
5920	0.52145	626634	PLT
5790	0.520059	642170	PLT
10010	0.566898	266332	PLT
4050	0.502693	906005	PLT
8490	0.551661	358664	PLT
10950	0.575754	228615	PLT
12640	0.590855	176209	PLT
24420	0.655471	45285	PLT
17700	0.626046	90899	PLT
21760	0.646513	58633	PLT
27020	0.662731	34975	PLT
6720	0.530977	525185	PLT
4270	0.504444	872731	PLT
16530	0.623592	105359	PLT
1590	0.540067	760780	PLT
4820	0.510432	786645	PLT
17830	0.628015	89560	PLT
17070	0.625089	98138	PLT
8720	0.552071	344010	PLT
19370	0.63576	74827	PLT
24870	0.654917	43123	PLT
26250	0.657141	37721	PLT
10470	0.570999	247547	PLT
3100	0.495289	972292	PLT
1100	0.607424	632015	PLT
2990	0.494982	967772	PLT
140	0.924765	254629	PLT
3830	0.500772	932241	PLT
21440	0.646259	60027	PLT
2580	0.496365	942076	PLT
5440	0.517335	692254	PLT
18450	0.630689	83125	PLT
18200	0.628041	85340	PLT
15810	0.614972	115415	PLT
23110	0.654467	51668	PLT
29040	0.664616	29098	PLT
26330	0.660896	37142	PLT
29750	0.67163	27268	PLT
12040	0.585311	192026	PLT
13100	0.597116	164020	PLT
15440	0.613642	120888	PLT
1850	0.521037	829079	PLT
13290	0.595444	159612	PLT
12940	0.591998	167651	PLT
14420	0.608102	136908	PLT
15600	0.614128	117811	PLT
16510	0.619564	104948	PLT
10000	0.566296	269407	PLT
23330	0.654749	50624	PLT
5350	0.515704	705479	PLT
3940	0.50152	917029	PLT
2710	0.49577	952837	PLT
15930	0.616074	113613	PLT
19350	0.638757	73964	PLT
27500	0.665942	33108	PLT
1750	0.526759	804761	PLT
6090	0.522806	602988	PLT
1550	0.551506	762520	PLT
11650	0.58372	204968	PLT
6190	0.524509	590381	PLT
9830	0.562062	278199	PLT
9010	0.554555	324161	PLT
18990	0.635083	77604	PLT
7140	0.532414	479634	PLT
25610	0.657002	39904	PLT
20960	0.645711	62751	PLT
19660	0.635186	72001	PLT
26780	0.661197	35711	PLT
1670	0.533193	782337	PLT
2180	0.506554	889677	PLT
3300	0.49668	973138	PLT
630	0.747573	501944	PLT
10710	0.573489	237009	PLT
24450	0.6555	44894	PLT
26230	0.659246	37552	PLT
7720	0.541948	421116	PLT
18590	0.632291	81589	PLT
14710	0.609039	131003	PLT
28530	0.66844	30453	PLT
19060	0.637092	77149	PLT
24560	0.658256	44548	PLT
3250	0.495394	973384	PLT
4150	0.502737	890989	PLT
19390	0.639086	74508	PLT
12210	0.585674	186737	PLT
24610	0.655304	44268	PLT
28030	0.664617	31868	PLT
12000	0.586156	193875	PLT
8300	0.548543	374572	PLT
2260	0.503328	900122	PLT
3140	0.494189	971167	PLT
4620	0.508248	820944	PLT
1400	0.561062	708312	PLT
14900	0.611517	128312	PLT
18640	0.629705	80633	PLT
20330	0.646532	66900	PLT
17420	0.625906	94265	PLT
14110	0.603385	142085	PLT
29720	0.671304	27387	PLT
26680	0.66146	36043	PLT
26380	0.661653	37166	PLT
23060	0.653673	51665	PLT
27670	0.660017	32484	PLT
22430	0.650153	55307	PLT
2660	0.496143	950308	PLT
600	0.760635	492295	PLT
570	0.775241	483077	PLT
390	0.85351	421284	PLT
810	0.685197	565761	PLT
25340	0.656991	40961	PLT
13530	0.587469	157227	PLT
23080	0.653628	52253	PLT
29010	0.668624	29121	PLT
19530	0.635197	73415	PLT
1320	0.571286	686784	PLT
1420	0.557836	714131	PLT
20800	0.645622	64087	PLT
2530	0.497475	935862	PLT
4110	0.502341	894867	PLT
18820	0.636435	79287	PLT
16410	0.620332	106738	PLT
18850	0.635378	78643	PLT
17630	0.629689	90910	PLT
29070	0.670445	28763	PLT
24290	0.659204	45514	PLT
16840	0.623169	100955	PLT
22680	0.651017	53825	PLT
15920	0.616271	113403	PLT
14480	0.605487	134670	PLT
14740	0.609804	131288	PLT
11740	0.582892	200641	PLT
27720	0.668171	32803	PLT
2060	0.511895	868507	PLT
11340	0.581558	214620	PLT
11910	0.584589	196586	PLT
5720	0.519838	652944	PLT
12690	0.592194	174002	PLT
16230	0.616238	108846	PLT
26240	0.657637	37431	PLT
12350	0.590098	183139	PLT
4300	0.504091	867340	PLT
29640	0.67215	27720	PLT
28090	0.668928	31691	PLT
28270	0.662934	31163	PLT
13790	0.60033	148635	PLT
17930	0.628755	88222	PLT
25050	0.658411	42153	PLT
18280	0.633957	85236	PLT
24630	0.657986	44545	PLT
5640	0.518048	663342	PLT
4690	0.50957	805402	PLT
9310	0.558729	305375	PLT
13170	0.594958	161914	PLT
11050	0.577397	225481	PLT
19330	0.63604	74805	PLT
20010	0.640804	69213	PLT
18060	0.630732	86582	PLT
23420	0.651753	50737	PLT
28610	0.668714	30611	PLT
25100	0.660486	41904	PLT
5670	0.519028	661442	PLT
3470	0.497946	965777	PLT
8910	0.555328	330212	PLT
11160	0.575225	220651	PLT
3430	0.497631	965610	PLT
19380	0.637326	74709	PLT
15050	0.610293	125715	PLT
28680	0.662928	29869	PLT
24790	0.653919	43432	PLT
29210	0.672727	28435	PLT
25350	0.657744	41279	PLT
23190	0.653864	51682	PLT
28840	0.674873	29570	PLT
26050	0.659774	38542	PLT
6940	0.533512	499335	PLT
11290	0.579453	214851	PLT
10040	0.567072	265187	PLT
16200	0.62109	110562	PLT
7410	0.539888	449980	PLT
25080	0.659395	42401	PLT
21060	0.646001	62551	PLT
15110	0.611348	124618	PLT
26010	0.656621	38360	PLT
20940	0.644385	62908	PLT
29910	0.675677	27044	PLT
25440	0.658896	40539	PLT
25110	0.65884	42461	PLT
5590	0.51776	671778	PLT
4290	0.505028	867104	PLT
2030	0.513278	863997	PLT
23590	0.653981	49425	PLT
9760	0.561627	280535	PLT
14970	0.607418	127130	PLT
16800	0.62575	102167	PLT
11520	0.582521	207965	PLT
16400	0.622585	107203	PLT
18720	0.632705	80434	PLT
24000	0.658805	47278	PLT
2860	0.494846	962012	PLT
1370	0.564893	701030	PLT
1080	0.57315	117287	TTI
3130	0.503647	342208	TTI
14040	0.582641	48378	TTI
23880	0.625213	11716	TTI
28250	0.635325	6913	TTI
25410	0.634839	9719	TTI
350	0.712749	17751	TTI
130	0.793865	3488	TTI
12130	0.576507	68098	TTI
9700	0.556165	108556	TTI
5820	0.5199	251854	TTI
23390	0.624117	12738	TTI
18930	0.600036	22242	TTI
18100	0.595485	25114	TTI
27750	0.643372	7498	TTI
10130	0.558387	100561	TTI
9240	0.552108	119665	TTI
25240	0.625024	10206	TTI
16920	0.597261	30670	TTI
17670	0.595017	26853	TTI
20140	0.606048	18751	TTI
25360	0.633252	9816	TTI
16210	0.593927	33824	TTI
22690	0.607554	13821	TTI
6770	0.530284	206344	TTI
4030	0.505236	332003	TTI
8250	0.546266	148717	TTI
7260	0.536118	184618	TTI
23840	0.625085	11808	TTI
12030	0.573788	69334	TTI
27480	0.64026	7700	TTI
16180	0.586981	34088	TTI
12750	0.575896	60695	TTI
27280	0.636261	7948	TTI
16970	0.59488	29922	TTI
27450	0.644242	7685	TTI
29190	0.632491	6174	TTI
13430	0.581419	53636	TTI
24700	0.622664	10704	TTI
4500	0.508964	313802	TTI
4990	0.510686	291778	TTI
8880	0.547812	129873	TTI
2380	0.512213	306441	TTI
21730	0.603809	15384	TTI
13980	0.586148	49595	TTI
29530	0.617911	5907	TTI
24890	0.628712	10372	TTI
26550	0.621847	8642	TTI
760	0.6283	69852	TTI
21340	0.620325	16256	TTI
25940	0.618313	9010	TTI
15500	0.594741	37539	TTI
10690	0.564855	90317	TTI
16610	0.589882	31764	TTI
17760	0.599902	26481	TTI
21650	0.613308	15780	TTI
25810	0.617933	9357	TTI
10500	0.561478	93562	TTI
15940	0.593042	35210	TTI
11590	0.572106	75521	TTI
26800	0.629652	8357	TTI
11710	0.574694	73754	TTI
12630	0.579007	62267	TTI
14000	0.584315	49309	TTI
7550	0.537238	174433	TTI
9320	0.555022	117925	TTI
800	0.61957	76658	TTI
13800	0.581902	50359	TTI
17540	0.596981	27495	TTI
21070	0.610348	17028	TTI
2220	0.519659	290679	TTI
24120	0.624602	11617	TTI
20520	0.605243	17892	TTI
24540	0.632575	10941	TTI
7040	0.531967	193702	TTI
2770	0.506535	334056	TTI
5360	0.514403	273865	TTI
7130	0.532721	191560	TTI
18510	0.602761	23978	TTI
17060	0.596911	29656	TTI
26590	0.630202	8483	TTI
23700	0.628353	12189	TTI
28150	0.630332	7220	TTI
24620	0.620539	10760	TTI
18530	0.602351	24162	TTI
23810	0.621608	11977	TTI
2560	0.509656	320952	TTI
25930	0.625706	9383	TTI
6480	0.527188	219360	TTI
2900	0.505214	338494	TTI
2320	0.515426	301058	TTI
6880	0.529641	201648	TTI
21850	0.608511	15344	TTI
10650	0.56354	91037	TTI
12870	0.576649	59329	TTI
9600	0.555465	111395	TTI
24810	0.62684	10663	TTI
22260	0.62146	14585	TTI
13190	0.579436	56303	TTI
12910	0.579302	59292	TTI
19680	0.603907	19864	TTI
23220	0.617727	12839	TTI
24590	0.625626	10989	TTI
26180	0.638124	8829	TTI
9030	0.554749	125846	TTI
1730	0.53823	227936	TTI
1050	0.576953	113049	TTI
14690	0.588388	43179	TTI
940	0.593	95796	TTI
8310	0.548429	147133	TTI
1160	0.564826	130966	TTI
11990	0.576472	69816	TTI
15290	0.59216	39003	TTI
12800	0.574261	60382	TTI
25880	0.63362	9310	TTI
24500	0.630014	10995	TTI
26510	0.632615	8487	TTI
2040	0.525797	270728	TTI
5490	0.516172	268670	TTI
27910	0.643746	7315	TTI
12160	0.576343	68192	TTI
22780	0.617059	13506	TTI
29990	0.635083	5467	TTI
16140	0.591888	34123	TTI
17120	0.59664	29103	TTI
27610	0.643698	7561	TTI
1010	0.582803	106995	TTI
4580	0.509461	310422	TTI
18140	0.596944	25200	TTI
7470	0.5376	176235	TTI
3260	0.503544	344371	TTI
9000	0.549231	127023	TTI
4950	0.512038	294654	TTI
2210	0.518744	289472	TTI
12380	0.580256	65185	TTI
18960	0.600163	22064	TTI
22830	0.620268	13499	TTI
24250	0.626031	11402	TTI
27860	0.649701	7368	TTI
1360	0.55647	166275	TTI
7330	0.537822	182049	TTI
14890	0.585702	41755	TTI
24970	0.628756	10217	TTI
7310	0.537054	183328	TTI
730	0.63039	65975	TTI
16300	0.591654	33239	TTI
14370	0.58673	45682	TTI
26670	0.632203	8434	TTI
20270	0.606361	18738	TTI
5710	0.520095	257007	TTI
23640	0.623128	12219	TTI
1910	0.531372	253538	TTI
14140	0.585832	47459	TTI
21110	0.608081	16557	TTI
260	0.735917	10349	TTI
19190	0.604801	21455	TTI
23520	0.62621	12400	TTI
26310	0.629991	8816	TTI
6700	0.528283	209757	TTI
2020	0.526117	268296	TTI
4730	0.512036	302922	TTI
17800	0.593781	26498	TTI
9210	0.554108	120648	TTI
1920	0.530291	254694	TTI
14260	0.584174	46368	TTI
7940	0.541644	159304	TTI
28580	0.636747	6640	TTI
29100	0.638041	6288	TTI
19130	0.604983	21956	TTI
24240	0.626994	11284	TTI
18890	0.603681	22656	TTI
21550	0.612752	15982	TTI
25300	0.6305	9954	TTI
19160	0.607539	21620	TTI
29980	0.630513	5578	TTI
8180	0.546415	150457	TTI
7350	0.537301	181736	TTI
6120	0.523152	236851	TTI
21420	0.61628	16155	TTI
1000	0.581516	105127	TTI
18740	0.596607	23166	TTI
18550	0.6044	23635	TTI
16890	0.596852	30686	TTI
23690	0.61561	12287	TTI
6850	0.532591	201590	TTI
15300	0.589347	38994	TTI
12510	0.577304	63464	TTI
11140	0.570592	82453	TTI
2470	0.51106	314519	TTI
19340	0.6032	21003	TTI
15530	0.590783	37777	TTI
22750	0.615964	13668	TTI
23960	0.6205	11639	TTI
19910	0.606551	19507	TTI
29310	0.62889	6106	TTI
6260	0.524497	230093	TTI
8120	0.542093	153861	TTI
12180	0.574906	67545	TTI
1610	0.544372	209096	TTI
13340	0.579715	54425	TTI
27230	0.643142	8020	TTI
15230	0.588523	39312	TTI
12650	0.575421	62005	TTI
20710	0.612404	17575	TTI
28950	0.641303	6387	TTI
18440	0.603351	24175	TTI
22880	0.612578	13484	TTI
27210	0.635988	7986	TTI
23540	0.611054	12539	TTI
23660	0.623194	12184	TTI
24110	0.619119	11371	TTI
8770	0.548934	133608	TTI
11000	0.569074	84692	TTI
28570	0.627197	6883	TTI
27680	0.635119	7597	TTI
28750	0.630899	6654	TTI
24940	0.627387	10472	TTI
27650	0.632465	7602	TTI
4680	0.510074	305752	TTI
8680	0.54994	136524	TTI
15970	0.592152	35398	TTI
9330	0.552314	118210	TTI
9290	0.556339	117928	TTI
16280	0.592268	33289	TTI
13470	0.579579	52966	TTI
11190	0.569707	81391	TTI
15060	0.592434	40337	TTI
19830	0.597609	19655	TTI
21010	0.610532	17072	TTI
24780	0.629981	10740	TTI
26480	0.643113	8661	TTI
29080	0.639232	6403	TTI
28200	0.64152	7052	TTI
5900	0.522532	247608	TTI
5610	0.519007	261989	TTI
2000	0.526316	265825	TTI
7190	0.534398	187179	TTI
2050	0.523773	271165	TTI
1690	0.541016	221289	TTI
5180	0.515806	283754	TTI
6590	0.528251	215212	TTI
21210	0.613075	16383	TTI
10280	0.563879	96925	TTI
8080	0.543707	154815	TTI
22580	0.61986	13958	TTI
17150	0.598328	29427	TTI
19800	0.60268	19702	TTI
1490	0.549443	189854	TTI
26090	0.623939	8956	TTI
20240	0.606359	18682	TTI
16760	0.593101	30902	TTI
24920	0.622033	10448	TTI
28320	0.643796	6923	TTI
290	0.732639	12672	TTI
22440	0.618638	13950	TTI
28560	0.644779	6579	TTI
6380	0.525423	224307	TTI
20790	0.608018	17386	TTI
10860	0.567245	87278	TTI
11500	0.571579	77139	TTI
16360	0.593807	33457	TTI
27360	0.642025	7900	TTI
12450	0.58037	63730	TTI
25910	0.624232	9277	TTI
14960	0.587578	41106	TTI
1980	0.525326	263680	TTI
7200	0.534942	188243	TTI
1810	0.534809	239018	TTI
690	0.63887	59275	TTI
20720	0.609488	17390	TTI
11130	0.567018	82888	TTI
22010	0.617523	14963	TTI
25710	0.627238	9384	TTI
25740	0.626085	9331	TTI
25130	0.635399	10181	TTI
28450	0.63682	6969	TTI
10	0.935583	326	TTI
14390	0.585885	45468	TTI
5150	0.513758	284237	TTI
10210	0.560921	99219	TTI
10230	0.559177	98332	TTI
15610	0.586713	37059	TTI
26120	0.633778	9142	TTI
18920	0.602659	22117	TTI
19270	0.600065	21461	TTI
24140	0.621334	11353	TTI
28400	0.647642	6956	TTI
24840	0.634423	10493	TTI
13840	0.585445	50208	TTI
14560	0.586712	44221	TTI
8160	0.544151	151423	TTI
20340	0.606034	18527	TTI
29200	0.631973	6149	TTI
28510	0.631563	6742	TTI
22030	0.614454	15124	TTI
28710	0.640925	6617	TTI
24210	0.619435	11299	TTI
18260	0.60045	24873	TTI
4850	0.510127	298916	TTI
10180	0.564643	99895	TTI
3420	0.503024	343057	TTI
4320	0.508098	321206	TTI
10890	0.566176	86890	TTI
5950	0.520349	245885	TTI
2250	0.517867	293948	TTI
7820	0.541854	163747	TTI
20740	0.608142	17366	TTI
18460	0.597845	24033	TTI
22050	0.621173	15057	TTI
28720	0.633929	6608	TTI
23770	0.630298	11961	TTI
28390	0.639929	6782	TTI
26170	0.636576	8995	TTI
29390	0.634461	5972	TTI
40	0.830467	814	TTI
1520	0.549593	194575	TTI
3920	0.50252	334657	TTI
4550	0.508017	312663	TTI
23490	0.631707	12357	TTI
8030	0.540926	156221	TTI
18410	0.598466	23993	TTI
17400	0.59514	28027	TTI
13490	0.579672	53187	TTI
27310	0.636716	7991	TTI
10310	0.562791	96455	TTI
16700	0.600775	30980	TTI
17730	0.595318	27041	TTI
13060	0.577863	57550	TTI
17010	0.593288	30004	TTI
1900	0.528653	253060	TTI
22960	0.621812	13332	TTI
5120	0.512899	286953	TTI
16320	0.590581	33103	TTI
25510	0.629051	9473	TTI
18560	0.597802	23926	TTI
8210	0.545474	150207	TTI
20440	0.608802	17950	TTI
27030	0.636776	8152	TTI
10980	0.567716	85844	TTI
11700	0.572834	74079	TTI
18130	0.599167	25210	TTI
16670	0.590243	31177	TTI
28010	0.638744	7294	TTI
220	0.749936	7846	TTI
10900	0.564978	86598	TTI
11510	0.573083	76680	TTI
8190	0.545892	150330	TTI
5620	0.520701	262400	TTI
27920	0.64168	7524	TTI
11260	0.570604	80250	TTI
23350	0.620084	12687	TTI
28130	0.647315	7114	TTI
23430	0.62163	12575	TTI
80	0.808133	2533	TTI
4520	0.509127	313150	TTI
25010	0.62732	10454	TTI
29900	0.628231	5533	TTI
7070	0.532751	192820	TTI
6400	0.527677	223760	TTI
20130	0.599445	18749	TTI
28120	0.637958	7013	TTI
12190	0.576592	67148	TTI
26890	0.635937	8309	TTI
16260	0.589716	33043	TTI
20070	0.611128	19356	TTI
12500	0.573965	64199	TTI
8400	0.545701	144033	TTI
25790	0.623097	9395	TTI
5520	0.517895	267166	TTI
10300	0.562324	97042	TTI
13350	0.583656	54318	TTI
2840	0.504487	336330	TTI
24270	0.622952	11232	TTI
10080	0.556565	100752	TTI
6510	0.526592	218281	TTI
8240	0.544843	149155	TTI
13740	0.57969	50960	TTI
14850	0.584497	42173	TTI
17570	0.597477	27268	TTI
24990	0.63509	10493	TTI
3770	0.503955	337274	TTI
12710	0.578788	61012	TTI
16540	0.594493	32394	TTI
16830	0.597579	30985	TTI
21930	0.613569	15123	TTI
17200	0.594898	29163	TTI
24650	0.629453	10695	TTI
17550	0.597003	27360	TTI
15520	0.594431	37673	TTI
20730	0.605878	17558	TTI
29300	0.638119	5955	TTI
25230	0.620855	10012	TTI
6970	0.532039	197978	TTI
6200	0.523207	233982	TTI
14010	0.580106	48860	TTI
4740	0.510577	303153	TTI
860	0.607201	84738	TTI
8450	0.545387	142983	TTI
7730	0.540349	167068	TTI
16060	0.591145	34873	TTI
23650	0.618161	11971	TTI
620	0.655364	49014	TTI
21160	0.615175	16514	TTI
22330	0.619127	14409	TTI
8070	0.544566	155377	TTI
12400	0.578819	65010	TTI
930	0.594319	95124	TTI
5340	0.514899	275256	TTI
13050	0.582336	57709	TTI
22110	0.623322	14973	TTI
18800	0.604767	22951	TTI
21170	0.613749	16699	TTI
28190	0.632155	7041	TTI
26920	0.639611	8119	TTI
10250	0.561834	98465	TTI
3380	0.501987	343652	TTI
4160	0.505829	326733	TTI
10120	0.559779	100679	TTI
2720	0.505502	332169	TTI
16850	0.597945	30563	TTI
14290	0.586526	46073	TTI
8800	0.550904	131582	TTI
15470	0.591941	37894	TTI
17610	0.598542	27019	TTI
19960	0.601329	19412	TTI
22140	0.617147	15058	TTI
10350	0.563425	96634	TTI
10760	0.569345	89141	TTI
7160	0.535768	188884	TTI
14310	0.584264	45666	TTI
11090	0.568122	83468	TTI
5730	0.519044	257007	TTI
10960	0.565927	85124	TTI
24880	0.617564	10305	TTI
29970	0.633448	5519	TTI
11790	0.572312	72733	TTI
6070	0.524737	239720	TTI
4200	0.506123	327146	TTI
7090	0.53543	192408	TTI
3440	0.502112	343029	TTI
2910	0.503534	337582	TTI
6080	0.522663	238913	TTI
3870	0.504203	335738	TTI
20900	0.618492	17326	TTI
22300	0.623423	14345	TTI
26810	0.641898	8263	TTI
22150	0.620087	14885	TTI
12720	0.576019	60847	TTI
20250	0.60527	18785	TTI
2780	0.506795	335309	TTI
2750	0.506498	333089	TTI
11550	0.572571	76539	TTI
10970	0.567924	85390	TTI
26750	0.636441	8249	TTI
11890	0.574667	70660	TTI
24720	0.627019	10770	TTI
29570	0.642258	5845	TTI
24490	0.63072	10905	TTI
2520	0.512251	319170	TTI
5010	0.512319	291459	TTI
5690	0.519072	258026	TTI
6450	0.526248	221462	TTI
4610	0.510189	308015	TTI
9350	0.555907	116818	TTI
22170	0.613074	14747	TTI
3900	0.504936	334652	TTI
3890	0.504876	333690	TTI
5020	0.511241	290996	TTI
9820	0.558666	106885	TTI
17500	0.601274	27623	TTI
10240	0.560145	98121	TTI
24690	0.632599	10577	TTI
14300	0.584471	46584	TTI
24190	0.620726	11348	TTI
26080	0.63255	8940	TTI
28430	0.637921	6714	TTI
13130	0.578458	56642	TTI
2010	0.527211	266531	TTI
6800	0.530299	206099	TTI
11900	0.572332	70964	TTI
16720	0.59549	31087	TTI
22630	0.618632	13858	TTI
21020	0.611664	16975	TTI
22620	0.609247	14124	TTI
24480	0.633052	11037	TTI
